extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147215.1_ASM14721v1_genomic.fna	0.015508	0	565/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147255.1_ASM14725v1_genomic.fna	0.0144049	0	586/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147275.1_ASM14727v1_genomic.fna	0.0152404	0	570/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147295.1_ASM14729v1_genomic.fna	0.015508	0	565/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147455.1_ASM14745v1_genomic.fna	0.0179508	0	522/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147475.1_ASM14747v1_genomic.fna	0.0164427	0	548/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147495.1_ASM14749v1_genomic.fna	0.0163866	0	549/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147515.1_ASM14751v1_genomic.fna	0.017653	0	527/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147535.1_ASM14753v1_genomic.fna	0.0170687	0	537/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147555.1_ASM14755v1_genomic.fna	0.00405685	0	849/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147575.1_ASM14757v1_genomic.fna	0.00402654	0	850/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147595.1_ASM14759v1_genomic.fna	0.0139486	0	595/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147905.1_ASM14790v1_genomic.fna	0.0144562	0	585/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147925.1_ASM14792v1_genomic.fna	0.0171844	0	535/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000147985.1_ASM14798v1_genomic.fna	0.015998	0	556/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148005.1_ASM14800v1_genomic.fna	0.015943	0	557/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148045.1_ASM14804v1_genomic.fna	0.0135508	0	603/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148065.1_ASM14806v1_genomic.fna	0.0150285	0	574/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148085.1_ASM14808v1_genomic.fna	0.0133059	0	608/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148105.1_ASM14810v1_genomic.fna	0.0174761	0	530/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148125.1_ASM14812v1_genomic.fna	0.015347	0	568/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148165.1_ASM14816v1_genomic.fna	0.0170687	0	537/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148185.1_ASM14818v1_genomic.fna	0.0152936	0	569/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148205.1_ASM14820v1_genomic.fna	0.0169536	0	539/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148225.1_ASM14822v1_genomic.fna	0.0126819	0	621/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148245.1_ASM14824v1_genomic.fna	0.0210181	0	474/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148265.1_ASM14826v1_genomic.fna	0.0160531	0	555/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148305.1_ASM14830v1_genomic.fna	0.0158882	0	558/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000148445.1_ASM14844v1_genomic.fna	0.014871	0	577/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157135.1_ASM15713v1_genomic.fna	0.0154542	0	566/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157155.1_ASM15715v1_genomic.fna	0.0136496	0	601/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157175.1_ASM15717v1_genomic.fna	0.0157245	0	561/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157195.1_ASM15719v1_genomic.fna	0.0160531	0	555/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157235.1_ASM15723v1_genomic.fna	0.0175939	0	528/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157275.1_ASM15727v1_genomic.fna	0.0170111	0	538/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157315.1_ASM15731v1_genomic.fna	0.0154006	0	567/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157335.1_ASM15733v1_genomic.fna	0.0149234	0	576/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157375.1_ASM15737v1_genomic.fna	0.016782	0	542/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157395.1_ASM15739v1_genomic.fna	0.0191812	0	502/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157415.1_ASM15741v1_genomic.fna	0.0194352	0	498/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157455.1_ASM15745v1_genomic.fna	0.0143027	0	588/1000
extras/1351/GCF_000007785.1_ASM778v1_genomic.fna	extras/1351/GCF_000157475.1_ASM15747v1_genomic.fna	0.00981378	0	686/1000
